,Price,Clarity,City
21675,6563,2-Very slightly included,Luxembourg
21676,11538,1-Very very slightly included,Madrid
21677,1732,3-Slightly included,Kimberly
21678,1038,2-Very slightly included,Tel Aviv
21679,2529,3-Slightly included,Dubai
21680,1629,2-Very slightly included,Surat
21681,583,2-Very slightly included,New York City
21682,900,2-Very slightly included,Surat
21683,1364,3-Slightly included,Surat
21684,3270,3-Slightly included,Dubai
21685,8868,1-Very very slightly included,Luxembourg
21686,828,2-Very slightly included,Tel Aviv
21687,1689,2-Very slightly included,Dubai
21688,547,2-Very slightly included,Zurich
21689,435,2-Very slightly included,Antwerp
21690,540,3-Slightly included,Tel Aviv
21691,2034,3-Slightly included,Surat
21692,7059,2-Very slightly included,Tel Aviv
21693,4119,3-Slightly included,Surat
21694,5514,3-Slightly included,Antwerp
21695,827,2-Very slightly included,Las Vegas
21696,3740,3-Slightly included,Las Vegas
21697,3774,4-Included,Antwerp
21698,8828,2-Very slightly included,New York City
21699,947,3-Slightly included,Antwerp
21700,16709,3-Slightly included,Paris
21701,825,1-Very very slightly included,Antwerp
21702,1601,2-Very slightly included,Madrid
21703,669,3-Slightly included,Antwerp
21704,7662,2-Very slightly included,Kimberly
21705,4979,2-Very slightly included,Luxembourg
21706,10607,2-Very slightly included,Dubai
21707,1065,3-Slightly included,Luxembourg
21708,3505,3-Slightly included,Zurich
21709,3167,3-Slightly included,Antwerp
21710,4426,3-Slightly included,Las Vegas
21711,12061,2-Very slightly included,Antwerp
21712,544,3-Slightly included,Dubai
21713,805,2-Very slightly included,Antwerp
21714,3985,4-Included,London
21715,1569,2-Very slightly included,London
21716,1599,2-Very slightly included,Amsterdam
21717,1664,1-Very very slightly included,Madrid
21718,709,3-Slightly included,Amsterdam
21719,2084,2-Very slightly included,Dubai
21720,1239,3-Slightly included,Tel Aviv
21721,767,2-Very slightly included,Surat
21722,900,2-Very slightly included,Surat
21723,1153,0-Internaly Flawless,Antwerp
21724,2028,3-Slightly included,Amsterdam
21725,3528,3-Slightly included,Zurich
21726,2056,2-Very slightly included,Surat
21727,9580,3-Slightly included,London
21728,10636,1-Very very slightly included,Las Vegas
21729,884,2-Very slightly included,Antwerp
21730,1400,1-Very very slightly included,Antwerp
21731,10833,3-Slightly included,Paris
21732,789,1-Very very slightly included,New York City
21733,12498,1-Very very slightly included,Madrid
21734,645,2-Very slightly included,Surat
21735,10485,3-Slightly included,Zurich
21736,1262,1-Very very slightly included,Paris
21737,3495,2-Very slightly included,Kimberly
21738,4327,3-Slightly included,Las Vegas
21739,3225,3-Slightly included,Surat
21740,8710,3-Slightly included,Surat
21741,1867,1-Very very slightly included,Antwerp
21742,3235,2-Very slightly included,New York City
21743,734,2-Very slightly included,Madrid
21744,1966,3-Slightly included,Surat
21745,945,3-Slightly included,Luxembourg
21746,2102,0-Internaly Flawless,Las Vegas
21747,4092,3-Slightly included,Tel Aviv
21748,12720,3-Slightly included,Surat
21749,5684,3-Slightly included,Kimberly
21750,5768,3-Slightly included,Kimberly
21751,812,3-Slightly included,Surat
21752,1682,2-Very slightly included,Paris
21753,1580,0-Internaly Flawless,Tel Aviv
21754,891,0-Internaly Flawless,Antwerp
21755,3144,2-Very slightly included,Paris
21756,706,2-Very slightly included,Dubai
21757,421,3-Slightly included,Surat
21758,3321,4-Included,Antwerp
21759,5181,3-Slightly included,Amsterdam
21760,593,3-Slightly included,London
21761,625,1-Very very slightly included,Luxembourg
21762,7367,0-Internaly Flawless,Antwerp
21763,746,2-Very slightly included,Dubai
21764,2525,1-Very very slightly included,Tel Aviv
21765,982,2-Very slightly included,Surat
21766,596,3-Slightly included,Zurich
21767,2333,1-Very very slightly included,Dubai
21768,1133,3-Slightly included,Luxembourg
21769,2005,2-Very slightly included,Kimberly
21770,637,3-Slightly included,Madrid
21771,1415,3-Slightly included,Madrid
21772,907,3-Slightly included,Dubai
21773,1984,2-Very slightly included,Kimberly
21774,2693,3-Slightly included,London
21775,18128,3-Slightly included,Amsterdam
21776,8205,2-Very slightly included,Surat
21777,827,2-Very slightly included,Kimberly
21778,11713,3-Slightly included,New York City
21779,3989,2-Very slightly included,Tel Aviv
21780,7365,3-Slightly included,Zurich
21781,447,3-Slightly included,Dubai
21782,431,3-Slightly included,New York City
21783,1017,1-Very very slightly included,Surat
21784,477,3-Slightly included,Kimberly
21785,7619,3-Slightly included,Paris
21786,7250,2-Very slightly included,Antwerp
21787,4162,3-Slightly included,Paris
21788,9681,2-Very slightly included,Tel Aviv
21789,530,1-Very very slightly included,Antwerp
21790,3119,3-Slightly included,Antwerp
21791,688,0-Internaly Flawless,Surat
21792,2527,3-Slightly included,Surat
21793,6169,3-Slightly included,Zurich
21794,5034,2-Very slightly included,Dubai
21795,8580,2-Very slightly included,Amsterdam
21796,7644,3-Slightly included,Surat
21797,735,3-Slightly included,Amsterdam
21798,11167,1-Very very slightly included,Surat
21799,448,2-Very slightly included,Las Vegas
21800,889,2-Very slightly included,Luxembourg
21801,921,1-Very very slightly included,Kimberly
21802,1207,1-Very very slightly included,Madrid
21803,2240,2-Very slightly included,New York City
21804,837,1-Very very slightly included,Zurich
21805,4989,3-Slightly included,Paris
21806,4327,3-Slightly included,Antwerp
21807,838,0-Internaly Flawless,Kimberly
21808,1641,3-Slightly included,Dubai
21809,4521,3-Slightly included,Antwerp
21810,3265,2-Very slightly included,Antwerp
21811,4355,3-Slightly included,Las Vegas
21812,1368,3-Slightly included,Kimberly
21813,1050,2-Very slightly included,Las Vegas
21814,477,3-Slightly included,Surat
21815,9513,2-Very slightly included,Tel Aviv
21816,3456,3-Slightly included,Surat
21817,744,3-Slightly included,Tel Aviv
21818,9683,2-Very slightly included,Las Vegas
21819,1679,2-Very slightly included,New York City
21820,1232,1-Very very slightly included,Amsterdam
21821,3246,3-Slightly included,Las Vegas
21822,5690,2-Very slightly included,Surat
21823,6702,1-Very very slightly included,Dubai
21824,526,2-Very slightly included,Kimberly
21825,7509,3-Slightly included,Kimberly
21826,855,3-Slightly included,Las Vegas
21827,1621,2-Very slightly included,Surat
21828,5292,3-Slightly included,London
21829,522,3-Slightly included,Tel Aviv
21830,3743,3-Slightly included,Surat
21831,7244,3-Slightly included,Amsterdam
21832,911,2-Very slightly included,Zurich
21833,4441,3-Slightly included,London
21834,9139,1-Very very slightly included,Zurich
21835,3059,2-Very slightly included,Luxembourg
21836,13261,1-Very very slightly included,London
21837,7357,2-Very slightly included,Surat
21838,1223,1-Very very slightly included,Kimberly
21839,3763,3-Slightly included,New York City
21840,719,3-Slightly included,Luxembourg
21841,1211,3-Slightly included,Dubai
21842,7577,3-Slightly included,Antwerp
21843,1240,3-Slightly included,Antwerp
21844,1061,2-Very slightly included,Antwerp
21845,8669,3-Slightly included,Surat
21846,5624,2-Very slightly included,Kimberly
21847,2431,2-Very slightly included,Dubai
21848,732,2-Very slightly included,Amsterdam
21849,5242,2-Very slightly included,Antwerp
21850,4284,3-Slightly included,Madrid
21851,698,1-Very very slightly included,Tel Aviv
21852,3903,3-Slightly included,Dubai
21853,1830,2-Very slightly included,Antwerp
21854,1367,1-Very very slightly included,Paris
21855,2034,3-Slightly included,Dubai
21856,665,1-Very very slightly included,Tel Aviv
21857,2032,2-Very slightly included,Surat
21858,1692,2-Very slightly included,Surat
21859,1114,3-Slightly included,Surat
21860,4230,3-Slightly included,Luxembourg
21861,1073,2-Very slightly included,Antwerp
21862,1115,1-Very very slightly included,Surat
21863,13225,2-Very slightly included,Dubai
21864,8886,2-Very slightly included,Madrid
21865,807,2-Very slightly included,New York City
21866,1122,3-Slightly included,Kimberly
21867,419,2-Very slightly included,Surat
21868,4113,3-Slightly included,Antwerp
21869,844,2-Very slightly included,Luxembourg
21870,1116,1-Very very slightly included,New York City
21871,5942,2-Very slightly included,Zurich
21872,898,2-Very slightly included,Antwerp
21873,743,2-Very slightly included,Amsterdam
21874,571,3-Slightly included,Tel Aviv
21875,1399,3-Slightly included,Zurich
21876,1031,2-Very slightly included,New York City
21877,11156,3-Slightly included,Surat
21878,4171,3-Slightly included,Zurich
21879,720,2-Very slightly included,Paris
21880,13506,2-Very slightly included,Madrid
21881,18281,2-Very slightly included,New York City
21882,4410,3-Slightly included,Dubai
21883,1023,2-Very slightly included,New York City
21884,5919,3-Slightly included,Madrid
21885,473,2-Very slightly included,Tel Aviv
21886,4897,3-Slightly included,Las Vegas
21887,2039,3-Slightly included,Kimberly
21888,3425,3-Slightly included,Paris
21889,5392,2-Very slightly included,Surat
21890,794,3-Slightly included,Kimberly
21891,765,2-Very slightly included,Luxembourg
21892,1172,1-Very very slightly included,Kimberly
21893,9448,2-Very slightly included,Dubai
21894,1406,3-Slightly included,Kimberly
21895,5723,2-Very slightly included,Zurich
21896,3356,3-Slightly included,London
21897,1046,3-Slightly included,Kimberly
21898,8630,2-Very slightly included,Antwerp
21899,943,2-Very slightly included,Dubai
21900,425,3-Slightly included,Paris
21901,838,0-Internaly Flawless,Surat
21902,2290,2-Very slightly included,Madrid
21903,5831,1-Very very slightly included,Kimberly
21904,1010,1-Very very slightly included,Las Vegas
21905,855,3-Slightly included,Antwerp
21906,864,1-Very very slightly included,Zurich
21907,1140,3-Slightly included,Tel Aviv
21908,780,3-Slightly included,New York City
21909,942,2-Very slightly included,Amsterdam
21910,3519,4-Included,Las Vegas
21911,8115,1-Very very slightly included,Kimberly
21912,586,1-Very very slightly included,Luxembourg
21913,3401,2-Very slightly included,Antwerp
21914,554,1-Very very slightly included,Las Vegas
21915,1068,1-Very very slightly included,Surat
21916,5400,2-Very slightly included,Amsterdam
21917,531,3-Slightly included,Las Vegas
21918,1076,3-Slightly included,Kimberly
21919,1837,1-Very very slightly included,Antwerp
21920,758,2-Very slightly included,Kimberly
21921,4656,2-Very slightly included,Zurich
21922,3316,3-Slightly included,Antwerp
21923,10115,2-Very slightly included,Surat
21924,3046,1-Very very slightly included,Amsterdam
21925,9251,2-Very slightly included,Kimberly
21926,4720,3-Slightly included,Amsterdam
21927,540,3-Slightly included,Antwerp
21928,4939,3-Slightly included,New York City
21929,1822,2-Very slightly included,London
21930,1076,1-Very very slightly included,Tel Aviv
21931,844,1-Very very slightly included,Dubai
21932,9032,1-Very very slightly included,Dubai
21933,5455,2-Very slightly included,Las Vegas
21934,2913,3-Slightly included,Surat
21935,7117,1-Very very slightly included,Surat
21936,3763,2-Very slightly included,Amsterdam
21937,4032,3-Slightly included,Las Vegas
21938,2818,2-Very slightly included,Surat
21939,16451,1-Very very slightly included,Paris
21940,2515,1-Very very slightly included,Kimberly
21941,662,3-Slightly included,Paris
21942,765,2-Very slightly included,Las Vegas
21943,1883,3-Slightly included,Kimberly
21944,540,3-Slightly included,Luxembourg
21945,2457,3-Slightly included,London
21946,3043,1-Very very slightly included,Surat
21947,776,2-Very slightly included,Antwerp
21948,605,1-Very very slightly included,Amsterdam
21949,6441,3-Slightly included,Surat
21950,1692,2-Very slightly included,Kimberly
21951,4179,3-Slightly included,Dubai
21952,758,2-Very slightly included,New York City
21953,3230,2-Very slightly included,Amsterdam
21954,948,2-Very slightly included,Madrid
21955,984,2-Very slightly included,Amsterdam
21956,1439,0-Internaly Flawless,Las Vegas
21957,1079,2-Very slightly included,Kimberly
21958,1273,4-Included,London
21959,864,1-Very very slightly included,Kimberly
21960,4828,3-Slightly included,Paris
21961,1646,2-Very slightly included,New York City
21962,7539,2-Very slightly included,Dubai
21963,734,2-Very slightly included,Surat
21964,1656,2-Very slightly included,Paris
21965,6171,3-Slightly included,Kimberly
21966,3281,1-Very very slightly included,Amsterdam
21967,7019,2-Very slightly included,Surat
21968,7072,3-Slightly included,Tel Aviv
21969,630,3-Slightly included,Paris
21970,957,1-Very very slightly included,Antwerp
21971,4237,3-Slightly included,New York City
21972,13486,2-Very slightly included,Antwerp
21973,4872,3-Slightly included,Kimberly
21974,4986,3-Slightly included,Tel Aviv
21975,5367,3-Slightly included,Surat
21976,5305,2-Very slightly included,Surat
21977,1068,1-Very very slightly included,Dubai
21978,982,2-Very slightly included,Tel Aviv
21979,6304,2-Very slightly included,Antwerp
21980,1567,2-Very slightly included,Amsterdam
21981,2025,2-Very slightly included,Dubai
21982,2400,3-Slightly included,Luxembourg
21983,3242,3-Slightly included,London
21984,1035,2-Very slightly included,Antwerp
21985,2300,2-Very slightly included,Surat
21986,13500,1-Very very slightly included,Zurich
21987,1678,2-Very slightly included,Surat
21988,7432,2-Very slightly included,Zurich
21989,2804,2-Very slightly included,Madrid
21990,524,3-Slightly included,Surat
21991,6492,3-Slightly included,Luxembourg
21992,4262,2-Very slightly included,Madrid
21993,979,2-Very slightly included,Surat
21994,13819,2-Very slightly included,Kimberly
21995,3919,2-Very slightly included,Kimberly
21996,2431,3-Slightly included,Madrid
21997,1882,2-Very slightly included,Kimberly
21998,4270,2-Very slightly included,Antwerp
21999,895,2-Very slightly included,Dubai
22000,1176,1-Very very slightly included,Zurich
22001,8701,1-Very very slightly included,London
22002,1377,3-Slightly included,Surat
22003,15412,3-Slightly included,Kimberly
22004,2255,3-Slightly included,New York City
22005,2757,3-Slightly included,Paris
22006,753,1-Very very slightly included,Surat
22007,497,3-Slightly included,Zurich
22008,2513,1-Very very slightly included,London
22009,630,2-Very slightly included,Las Vegas
22010,874,0-Internaly Flawless,London
22011,4597,3-Slightly included,Las Vegas
22012,655,1-Very very slightly included,Luxembourg
22013,781,2-Very slightly included,Surat
22014,9526,3-Slightly included,Amsterdam
22015,6328,2-Very slightly included,Madrid
22016,709,3-Slightly included,Kimberly
22017,11214,0-Internaly Flawless,Dubai
22018,6039,3-Slightly included,Antwerp
22019,8275,2-Very slightly included,Amsterdam
22020,596,3-Slightly included,Antwerp
22021,7026,4-Included,Kimberly
22022,561,3-Slightly included,Kimberly
22023,576,2-Very slightly included,Tel Aviv
22024,3894,3-Slightly included,Tel Aviv
22025,1369,3-Slightly included,Amsterdam
22026,5268,3-Slightly included,London
22027,1016,3-Slightly included,Madrid
22028,11190,2-Very slightly included,Dubai
22029,734,2-Very slightly included,Zurich
22030,2301,3-Slightly included,Kimberly
22031,598,2-Very slightly included,Las Vegas
22032,3014,1-Very very slightly included,Madrid
22033,844,2-Very slightly included,Surat
22034,2674,3-Slightly included,Kimberly
22035,1053,2-Very slightly included,Antwerp
22036,1244,3-Slightly included,Kimberly
22037,575,1-Very very slightly included,Paris
22038,932,2-Very slightly included,Surat
22039,1787,2-Very slightly included,Surat
22040,864,1-Very very slightly included,Antwerp
22041,6190,2-Very slightly included,Surat
22042,2012,1-Very very slightly included,Amsterdam
22043,1088,1-Very very slightly included,Antwerp
22044,898,2-Very slightly included,Paris
22045,5547,3-Slightly included,Madrid
22046,544,2-Very slightly included,New York City
22047,10477,2-Very slightly included,Paris
22048,2565,3-Slightly included,New York City
22049,758,2-Very slightly included,Surat
22050,9225,1-Very very slightly included,London
22051,1687,2-Very slightly included,Luxembourg
22052,649,2-Very slightly included,Kimberly
22053,1991,2-Very slightly included,Luxembourg
22054,4969,3-Slightly included,Kimberly
22055,18153,3-Slightly included,Surat
22056,7771,3-Slightly included,Paris
22057,5271,3-Slightly included,Zurich
22058,1815,2-Very slightly included,Amsterdam
22059,941,0-Internaly Flawless,London
22060,911,2-Very slightly included,Antwerp
22061,6052,2-Very slightly included,Kimberly
22062,7507,1-Very very slightly included,Kimberly
22063,984,1-Very very slightly included,London
22064,6159,2-Very slightly included,Madrid
22065,9301,2-Very slightly included,Antwerp
22066,1320,2-Very slightly included,London
22067,5538,2-Very slightly included,Surat
22068,4312,3-Slightly included,Madrid
22069,13307,3-Slightly included,Kimberly
22070,15706,3-Slightly included,Luxembourg
22071,500,3-Slightly included,Madrid
22072,1851,2-Very slightly included,Surat
22073,8736,3-Slightly included,Luxembourg
22074,11162,1-Very very slightly included,Amsterdam
22075,4318,3-Slightly included,Amsterdam
22076,765,2-Very slightly included,Antwerp
22077,1607,3-Slightly included,Tel Aviv
22078,6246,3-Slightly included,Surat
22079,2714,1-Very very slightly included,Surat
22080,596,2-Very slightly included,London
22081,1825,2-Very slightly included,Las Vegas
22082,3911,3-Slightly included,New York City
22083,1311,3-Slightly included,Surat
22084,547,3-Slightly included,Kimberly
22085,465,3-Slightly included,Paris
22086,5405,4-Included,Paris
22087,5807,3-Slightly included,Paris
22088,11853,2-Very slightly included,Surat
22089,946,0-Internaly Flawless,London
22090,17250,3-Slightly included,Antwerp
22091,663,3-Slightly included,Luxembourg
22092,1295,1-Very very slightly included,Antwerp
22093,913,3-Slightly included,Paris
22094,9804,2-Very slightly included,Zurich
22095,2318,1-Very very slightly included,Amsterdam
22096,1410,3-Slightly included,Surat
22097,4830,3-Slightly included,Dubai
22098,1313,2-Very slightly included,Paris
22099,8317,3-Slightly included,Antwerp
22100,4327,3-Slightly included,Kimberly
22101,1436,3-Slightly included,Zurich
22102,565,2-Very slightly included,Antwerp
22103,1323,3-Slightly included,Dubai
22104,552,3-Slightly included,Surat
22105,2385,3-Slightly included,Madrid
22106,649,3-Slightly included,Antwerp
22107,4872,3-Slightly included,Antwerp
22108,1363,3-Slightly included,Luxembourg
22109,3989,3-Slightly included,Paris
22110,11796,2-Very slightly included,Amsterdam
22111,8496,2-Very slightly included,Surat
22112,3449,3-Slightly included,Surat
22113,1911,1-Very very slightly included,London
22114,6140,3-Slightly included,London
22115,577,1-Very very slightly included,Dubai
22116,1024,2-Very slightly included,Las Vegas
22117,3780,3-Slightly included,Antwerp
22118,473,2-Very slightly included,Amsterdam
22119,942,2-Very slightly included,Surat
22120,985,3-Slightly included,London
22121,1282,3-Slightly included,Dubai
22122,4453,3-Slightly included,Antwerp
22123,3146,3-Slightly included,Luxembourg
22124,684,1-Very very slightly included,Paris
22125,503,2-Very slightly included,Antwerp
22126,417,2-Very slightly included,Antwerp
22127,8640,3-Slightly included,New York City
22128,16956,3-Slightly included,Surat
22129,872,2-Very slightly included,Las Vegas
22130,5504,3-Slightly included,New York City
22131,909,2-Very slightly included,London
22132,1041,2-Very slightly included,Amsterdam
22133,2657,2-Very slightly included,Antwerp
22134,2241,2-Very slightly included,Paris
22135,462,3-Slightly included,London
22136,2251,2-Very slightly included,Zurich
22137,2685,3-Slightly included,Antwerp
22138,4118,2-Very slightly included,Surat
22139,5951,2-Very slightly included,Paris
22140,5279,2-Very slightly included,Kimberly
22141,1187,1-Very very slightly included,Amsterdam
22142,585,2-Very slightly included,Dubai
22143,6787,2-Very slightly included,Dubai
22144,5147,3-Slightly included,Surat
22145,720,2-Very slightly included,Paris
22146,2761,1-Very very slightly included,Kimberly
22147,942,1-Very very slightly included,Antwerp
22148,1796,4-Included,New York City
22149,1377,3-Slightly included,Antwerp
22150,3644,3-Slightly included,Surat
22151,1821,3-Slightly included,Kimberly
22152,1600,2-Very slightly included,Kimberly
22153,8736,2-Very slightly included,Paris
22154,9205,1-Very very slightly included,Tel Aviv
22155,804,1-Very very slightly included,Madrid
22156,2022,3-Slightly included,Las Vegas
22157,6479,2-Very slightly included,Paris
22158,2872,3-Slightly included,Dubai
22159,2249,1-Very very slightly included,Luxembourg
22160,1896,3-Slightly included,Zurich
22161,3319,2-Very slightly included,Luxembourg
22162,5839,2-Very slightly included,Kimberly
22163,4044,2-Very slightly included,London
22164,816,1-Very very slightly included,Zurich
22165,667,3-Slightly included,Tel Aviv
22166,2445,3-Slightly included,Kimberly
22167,925,2-Very slightly included,Zurich
22168,3104,3-Slightly included,Las Vegas
22169,1656,2-Very slightly included,Dubai
22170,12467,3-Slightly included,Kimberly
22171,4854,3-Slightly included,London
22172,13714,3-Slightly included,Luxembourg
22173,7465,2-Very slightly included,Kimberly
22174,15394,3-Slightly included,London
22175,545,1-Very very slightly included,London
22176,738,2-Very slightly included,Las Vegas
22177,827,2-Very slightly included,Amsterdam
22178,765,2-Very slightly included,Amsterdam
22179,1072,2-Very slightly included,Luxembourg
22180,7195,2-Very slightly included,New York City
22181,586,3-Slightly included,Surat
22182,1014,1-Very very slightly included,London
22183,5599,3-Slightly included,Dubai
22184,477,3-Slightly included,Amsterdam
22185,760,1-Very very slightly included,Paris
22186,2759,2-Very slightly included,Surat
22187,1163,1-Very very slightly included,London
22188,707,1-Very very slightly included,Paris
22189,491,2-Very slightly included,New York City
22190,4981,3-Slightly included,Kimberly
22191,1712,2-Very slightly included,Zurich
22192,842,1-Very very slightly included,Antwerp
22193,1838,1-Very very slightly included,Madrid
22194,982,0-Internaly Flawless,Luxembourg
22195,3283,2-Very slightly included,Kimberly
22196,12509,1-Very very slightly included,Amsterdam
22197,5534,3-Slightly included,Luxembourg
22198,2445,3-Slightly included,Madrid
22199,554,3-Slightly included,New York City
22200,9108,2-Very slightly included,Madrid
22201,898,3-Slightly included,New York City
22202,694,2-Very slightly included,Las Vegas
22203,1976,1-Very very slightly included,Surat
22204,11150,2-Very slightly included,Surat
22205,1884,2-Very slightly included,Surat
22206,561,2-Very slightly included,Kimberly
22207,552,1-Very very slightly included,Kimberly
22208,1446,2-Very slightly included,Antwerp
22209,423,2-Very slightly included,Antwerp
22210,792,3-Slightly included,Dubai
22211,9405,3-Slightly included,Surat
22212,988,0-Internaly Flawless,Antwerp
22213,7602,2-Very slightly included,Amsterdam
22214,12433,3-Slightly included,Amsterdam
22215,16733,3-Slightly included,Dubai
22216,5973,3-Slightly included,Las Vegas
22217,7026,2-Very slightly included,Antwerp
22218,14130,3-Slightly included,Surat
22219,3295,3-Slightly included,London
22220,3180,3-Slightly included,Amsterdam
22221,3541,3-Slightly included,Amsterdam
22222,5975,1-Very very slightly included,Surat
22223,789,1-Very very slightly included,London
22224,15140,3-Slightly included,Amsterdam
22225,5588,3-Slightly included,Dubai
22226,2323,1-Very very slightly included,New York City
22227,884,1-Very very slightly included,Amsterdam
22228,2245,2-Very slightly included,Madrid
22229,6849,2-Very slightly included,Paris
22230,2499,1-Very very slightly included,Surat
22231,6115,3-Slightly included,Kimberly
22232,2897,2-Very slightly included,Amsterdam
22233,812,3-Slightly included,Surat
22234,7550,3-Slightly included,Amsterdam
22235,16970,3-Slightly included,Antwerp
22236,1333,1-Very very slightly included,Antwerp
22237,4416,3-Slightly included,Antwerp
22238,603,2-Very slightly included,Surat
22239,2991,2-Very slightly included,Luxembourg
22240,4401,3-Slightly included,New York City
22241,5407,3-Slightly included,Tel Aviv
22242,1607,3-Slightly included,New York City
22243,3959,3-Slightly included,Madrid
22244,17050,2-Very slightly included,Antwerp
22245,12545,1-Very very slightly included,Amsterdam
22246,1250,3-Slightly included,Kimberly
22247,11115,1-Very very slightly included,Paris
22248,698,3-Slightly included,Antwerp
22249,7358,3-Slightly included,Paris
22250,11607,3-Slightly included,Zurich
22251,9139,1-Very very slightly included,Paris
22252,3328,3-Slightly included,Kimberly
22253,2771,3-Slightly included,Antwerp
22254,4229,3-Slightly included,Antwerp
22255,882,3-Slightly included,London
22256,3991,3-Slightly included,Surat
22257,3945,3-Slightly included,Tel Aviv
22258,620,1-Very very slightly included,Paris
22259,6827,2-Very slightly included,Kimberly
22260,6095,2-Very slightly included,Las Vegas
22261,11883,1-Very very slightly included,Antwerp
22262,10691,2-Very slightly included,Zurich
22263,4191,3-Slightly included,New York City
22264,674,1-Very very slightly included,Surat
22265,557,3-Slightly included,London
22266,9119,2-Very slightly included,Madrid
22267,4946,3-Slightly included,Antwerp
22268,5728,2-Very slightly included,Las Vegas
22269,3967,3-Slightly included,Madrid
22270,6194,1-Very very slightly included,Dubai
22271,1212,0-Internaly Flawless,London
22272,7372,2-Very slightly included,Surat
22273,3210,1-Very very slightly included,Amsterdam
22274,1013,1-Very very slightly included,Surat
22275,18118,3-Slightly included,Antwerp
22276,3989,3-Slightly included,Amsterdam
22277,1076,1-Very very slightly included,Las Vegas
22278,895,3-Slightly included,Zurich
22279,9408,2-Very slightly included,Surat
22280,11781,3-Slightly included,Dubai
22281,1240,3-Slightly included,Zurich
22282,955,2-Very slightly included,Paris
22283,13320,1-Very very slightly included,Surat
22284,5729,3-Slightly included,Kimberly
22285,1295,1-Very very slightly included,Paris
22286,737,3-Slightly included,Las Vegas
22287,1819,2-Very slightly included,Luxembourg
22288,449,1-Very very slightly included,Tel Aviv
22289,3287,2-Very slightly included,Madrid
22290,4657,3-Slightly included,Tel Aviv
22291,7171,3-Slightly included,Paris
22292,1154,3-Slightly included,Kimberly
22293,11713,3-Slightly included,Las Vegas
22294,968,2-Very slightly included,Luxembourg
22295,17000,3-Slightly included,Las Vegas
22296,4381,3-Slightly included,Madrid
22297,3581,2-Very slightly included,Dubai
22298,789,2-Very slightly included,Luxembourg
22299,6922,3-Slightly included,Antwerp
22300,1842,1-Very very slightly included,Surat
22301,554,3-Slightly included,Las Vegas
22302,14267,3-Slightly included,Las Vegas
22303,942,3-Slightly included,Las Vegas
22304,673,2-Very slightly included,Dubai
22305,945,3-Slightly included,Zurich
22306,5265,3-Slightly included,Kimberly
22307,4586,3-Slightly included,Surat
22308,13063,2-Very slightly included,Antwerp
22309,11888,3-Slightly included,Dubai
22310,2515,3-Slightly included,Madrid
22311,4719,3-Slightly included,Antwerp
22312,2111,0-Internaly Flawless,Surat
22313,814,1-Very very slightly included,Dubai
22314,17317,1-Very very slightly included,Tel Aviv
22315,2326,3-Slightly included,Tel Aviv
22316,666,2-Very slightly included,Antwerp
22317,593,3-Slightly included,Paris
22318,1200,1-Very very slightly included,Amsterdam
22319,5804,3-Slightly included,Luxembourg
22320,3511,3-Slightly included,Zurich
22321,3750,3-Slightly included,Tel Aviv
22322,3713,3-Slightly included,Zurich
22323,10314,3-Slightly included,Tel Aviv
22324,4836,3-Slightly included,New York City
22325,1002,2-Very slightly included,Kimberly
22326,3179,2-Very slightly included,Madrid
22327,707,1-Very very slightly included,London
22328,491,2-Very slightly included,New York City
22329,603,2-Very slightly included,Surat
22330,3620,2-Very slightly included,Paris
22331,625,2-Very slightly included,Kimberly
22332,2100,3-Slightly included,Surat
22333,872,2-Very slightly included,Antwerp
22334,4478,3-Slightly included,Paris
22335,776,2-Very slightly included,London
22336,2530,1-Very very slightly included,London
22337,6192,2-Very slightly included,Antwerp
22338,687,3-Slightly included,Antwerp
22339,1593,3-Slightly included,Luxembourg
22340,919,3-Slightly included,Amsterdam
22341,961,2-Very slightly included,Madrid
22342,1094,2-Very slightly included,Dubai
22343,2046,4-Included,Paris
22344,3298,3-Slightly included,Antwerp
22345,787,1-Very very slightly included,Paris
22346,17892,2-Very slightly included,Zurich
22347,3547,2-Very slightly included,Luxembourg
22348,1155,3-Slightly included,Tel Aviv
22349,7260,3-Slightly included,Surat
22350,7557,3-Slightly included,Antwerp
22351,928,2-Very slightly included,Zurich
22352,3552,3-Slightly included,Luxembourg
22353,616,2-Very slightly included,New York City
22354,842,1-Very very slightly included,Paris
22355,3933,2-Very slightly included,Surat
22356,6752,2-Very slightly included,Paris
22357,2374,1-Very very slightly included,Surat
22358,928,2-Very slightly included,Dubai
22359,647,2-Very slightly included,London
22360,15528,3-Slightly included,Las Vegas
22361,1838,2-Very slightly included,Tel Aviv
22362,537,2-Very slightly included,Antwerp
22363,4864,3-Slightly included,Zurich
22364,622,3-Slightly included,Zurich
22365,702,2-Very slightly included,Amsterdam
22366,942,2-Very slightly included,Kimberly
22367,1060,2-Very slightly included,Surat
22368,13864,3-Slightly included,Zurich
22369,18080,3-Slightly included,Tel Aviv
22370,3388,3-Slightly included,Paris
22371,838,1-Very very slightly included,Paris
22372,683,2-Very slightly included,New York City
22373,792,3-Slightly included,Amsterdam
22374,446,3-Slightly included,Amsterdam
22375,598,1-Very very slightly included,Dubai
22376,567,1-Very very slightly included,Surat
22377,5701,2-Very slightly included,Las Vegas
22378,7955,3-Slightly included,Antwerp
22379,2034,2-Very slightly included,Madrid
22380,507,3-Slightly included,Luxembourg
22381,960,3-Slightly included,Paris
